"PVWatts: Hourly PV Performance Data"
"Requested Location:","johannesburg south africa"
"Location:","HARARE, ZIMBABWE"
"Lat (deg S):","17.92"
"Long (deg E):","31.13"
"Elev (m):","1503"
"DC System Size (kW):","3"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","30"
"Array Azimuth (deg):","0"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","1.85"
"Initial Cost","40.00"
"Cost of Electricity Generated by System ($/kWh):","1.88"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","14","19","0","0","16.7","1","0","16.7","0","0"
"4","14","20","0","0","16.5","0.7","0","16.5","0","0"
"4","14","21","0","0","16.3","0.3","0","16.3","0","0"
"4","14","22","0","0","16.1","0","0","16.1","0","0"
"4","14","23","0","0","15.9","1","0","15.9","0","0"
"4","15","0","0","0","15.6","2","0","15.6","0","0"
"4","15","1","0","0","15.4","3","0","15.4","0","0"
"4","15","2","0","0","14.8","3","0","14.8","0","0"
"4","15","3","0","0","14.2","3","0","14.2","0","0"
"4","15","4","0","0","13.6","3","0","13.6","0","0"
"4","15","5","0","0","14.1","3","0","14.1","0","0"
"4","15","6","230","31","15.9","3.5","84.844","16.309","189.062","168.762"
"4","15","7","680","61","17.8","4","364.105","24.499","877.866","841.003"
"4","15","8","855","62","19.6","4.3","623.957","32.116","1529.013","1471.537"
"4","15","9","890","90","21.5","4.7","833.572","38.04","2012.404","1936.509"
"4","15","10","921","99","23.3","5","980.918","42.429","2322.718","2233.601"
"4","15","11","613","302","23.8","4","953.665","44.659","2233.111","2147.925"
"4","15","12","378","397","24.2","3","800.44","43.61","1884.495","1813.732"
"4","15","13","218","372","24.7","2","584.149","40.823","1394.762","1341.93"
"4","15","14","214","345","24.6","2.3","523.887","37.979","1267.212","1218.602"
"4","15","15","355","193","24.6","2.7","421.648","34.742","1024.873","983.777"
"4","15","16","367","94","24.5","3","250.083","30.04","592.104","562.766"
"4","15","17","69","25","22.6","3.3","41.445","22.691","96.709","78.22"
"4","15","18","0","0","20.8","3.7","0","20.8","0","0"
"4","15","19","0","0","18.9","4","0","18.9","0","0"
"4","15","20","0","0","18.4","3.7","0","18.4","0","0"
"4","15","21","0","0","18","3.3","0","18","0","0"
"4","15","22","0","0","17.5","3","0","17.5","0","0"
"4","15","23","0","0","17.1","3","0","17.1","0","0"
"4","16","0","0","0","16.6","3","0","16.6","0","0"
"4","16","1","0","0","16.2","3","0","16.2","0","0"
"4","16","2","0","0","15.9","2.7","0","15.9","0","0"
"4","16","3","0","0","15.7","2.3","0","15.7","0","0"
"4","16","4","0","0","15.4","2","0","15.4","0","0"
"4","16","5","0","0","14.8","3","0","14.8","0","0"
"4","16","6","216","30","16.4","3","81.725","16.812","182.697","162.525"
"4","16","7","636","67","18","3","353.82","25.094","853.408","817.225"
"4","16","8","784","82","19.9","2.3","605.218","34.703","1466.061","1410.788"
"4","16","9","790","128","21.9","1.7","799.424","43.827","1874.559","1804.187"
"4","16","10","772","173","23.8","1","927.656","52.682","2081.388","2002.649"
"4","16","11","594","314","24.6","1.3","946.598","52.842","2122.632","2042.166"
"4","16","12","509","346","25.3","1.7","891.187","50.444","2024.289","1947.908"
"4","16","13","453","317","26.1","2","769.986","47.048","1780.181","1713.466"
"4","16","14","329","301","24","2.7","580.565","38.525","1399.626","1346.63"
"4","16","15","223","229","22","3.3","370.654","30.45","923.335","885.189"
"4","16","16","139","117","19.9","4","174.392","23.075","439.192","413.501"
"4","16","17","0","22","18.9","3.7","19.908","18.231","52.996","35.33"
"4","16","18","0","0","17.9","3.3","0","17.9","0","0"
"4","16","19","0","0","16.9","3","0","16.9","0","0"
"4","16","20","0","0","17","3","0","17","0","0"
"4","16","21","0","0","17","3","0","17","0","0"
"4","16","22","0","0","17.1","3","0","17.1","0","0"
"4","16","23","0","0","16.9","3","0","16.9","0","0"
"4","17","0","0","0","16.6","3","0","16.6","0","0"
"4","17","1","0","0","16.4","3","0","16.4","0","0"
"4","17","2","0","0","16.2","3","0","16.2","0","0"
"4","17","3","0","0","16","3","0","16","0","0"
"4","17","4","0","0","15.8","3","0","15.8","0","0"
"4","17","5","0","0","16.1","5","0","16.1","0","0"
"4","17","6","86","31","16.7","4.5","53.054","16.425","127.959","108.867"
"4","17","7","80","129","17.4","4","160.94","19.575","418.243","393.03"
"4","17","8","274","231","19.2","3.7","421.418","27.515","1065.729","1023.413"
"4","17","9","552","241","21.1","3.3","721.545","37.082","1751.979","1686.337"
"4","17","10","797","193","22.9","3","979.115","45.801","2278.543","2191.375"
"4","17","11","532","343","22.7","4","914.825","42.787","2162.927","2080.756"
"4","17","12","274","429","22.5","5","731.503","36.978","1781.026","1714.278"
"4","17","13","111","373","22.3","6","486.841","30.732","1222.068","1174.909"
"4","17","14","88","321","20.8","7.7","388.552","26.211","995.898","955.656"
"4","17","15","62","235","19.3","9.3","270.851","22.383","704.945","672.747"
"4","17","16","38","122","17.8","11","135.751","18.82","356.283","332.457"
"4","17","17","0","17","17.3","8","15.361","16.676","41.182","23.735"
"4","17","18","0","0","16.9","5","0","16.9","0","0"
"4","17","19","0","0","16.4","2","0","16.4","0","0"
"4","17","20","0","0","16.4","2","0","16.4","0","0"
"4","17","21","0","0","16.3","2","0","16.3","0","0"
"4","17","22","0","0","16.3","2","0","16.3","0","0"
"4","17","23","0","0","16.4","1.8","0","16.4","0","0"
"4","18","0","0","0","16.5","1.7","0","16.5","0","0"
"4","18","1","0","0","16.5","1.5","0","16.5","0","0"
"4","18","2","0","0","16.6","1.3","0","16.6","0","0"
"4","18","3","0","0","16.7","1.2","0","16.7","0","0"
"4","18","4","0","0","16.8","1","0","16.8","0","0"
"4","18","5","0","0","17.9","1","0","17.9","0","0"
"4","18","6","64","30","18.5","2.5","44.709","17.942","108.526","89.81"
"4","18","7","413","111","19.1","4","303.288","24.398","746.73","713.436"
"4","18","8","521","165","20.4","4.3","522.424","30.678","1295.767","1246.229"
"4","18","9","479","258","21.6","4.7","679.92","34.916","1669.062","1606.523"
"4","18","10","433","334","22.9","5","777.426","37.889","1883.913","1813.174"
"4","18","11","326","410","21.6","3.7","766.036","38.683","1849.268","1779.886"
"4","18","12","234","437","20.4","2.3","686.515","38.345","1660.11","1597.901"
"4","18","13","172","398","19.1","1","570.358","37.82","1382.649","1330.226"
"4","18","14","240","336","19.6","2.3","536.585","33.326","1327.95","1277.353"
"4","18","15","429","171","20.1","3.7","453.845","29.939","1127.402","1083.209"
"4","18","16","451","79","20.6","5","267.842","25.331","642.403","611.808"
"4","18","17","41","24","19.6","4.3","33.027","19.433","80.583","62.4"
"4","18","18","0","0","18.5","3.7","0","18.5","0","0"
"4","18","19","0","0","17.5","3","0","17.5","0","0"
"4","18","20","0","0","17.3","2.7","0","17.3","0","0"
"4","18","21","0","0","17.2","2.3","0","17.2","0","0"
"4","18","22","0","0","17","2","0","17","0","0"
"4","18","23","0","0","16.7","1.7","0","16.7","0","0"
"4","19","0","0","0","16.4","1.3","0","16.4","0","0"
"4","19","1","0","0","16.1","1","0","16.1","0","0"
"4","19","2","0","0","15.9","1","0","15.9","0","0"
"4","19","3","0","0","15.6","1","0","15.6","0","0"
"4","19","4","0","0","15.4","1","0","15.4","0","0"
"4","19","5","0","0","16.9","1.7","0","16.9","0","0"
"4","19","6","207","29","18.4","2.3","81.074","18.839","181","160.862"
"4","19","7","340","165","19.9","3","324.077","26.296","800.246","765.519"
"4","19","8","848","62","21.4","3.7","624.597","34.504","1513.936","1456.991"
"4","19","9","888","88","22.9","4.3","833.894","40.207","1991.639","1916.591"
"4","19","10","897","116","24.4","5","979.414","43.504","2306.464","2218.066"
"4","19","11","858","152","25.2","4.3","1041.543","47.275","2405.848","2313.003"
"4","19","12","815","173","25.9","3.7","1015.509","48.647","2328.809","2239.421"
"4","19","13","776","167","26.7","3","914.018","48.69","2094.696","2015.402"
"4","19","14","823","106","26.3","3.3","783.205","44.609","1827.087","1758.567"
"4","19","15","796","74","26","3.7","579.384","39.039","1367.163","1315.26"
"4","19","16","612","62","25.6","4","316.406","32.325","725.813","693.069"
"4","19","17","44","25","24.5","3.8","34.894","24.603","83.015","64.786"
"4","19","18","0","0","23.4","3.7","0","23.4","0","0"
"4","19","19","0","0","22.4","3.5","0","22.4","0","0"
"4","19","20","0","0","21.3","3.3","0","21.3","0","0"
"4","19","21","0","0","20.2","3.2","0","20.2","0","0"
"4","19","22","0","0","19.1","3","0","19.1","0","0"
"4","19","23","0","0","18.4","2.7","0","18.4","0","0"
"4","20","0","0","0","17.7","2.3","0","17.7","0","0"
"4","20","1","0","0","17","2","0","17","0","0"
"4","20","2","0","0","16.4","1.7","0","16.4","0","0"
"4","20","3","0","0","15.7","1.3","0","15.7","0","0"
"4","20","4","0","0","15","1","0","15","0","0"
"4","20","5","0","0","15","1","0","15","0","0"
"4","20","6","188","29","16.6","2","77.801","16.929","177.055","156.995"
"4","20","7","336","164","18.3","3","322.274","24.634","802.426","767.639"
"4","20","8","741","90","20.1","3.3","591.063","32.953","1445.631","1391.063"
"4","20","9","567","228","22","3.7","723.197","37.777","1749.94","1684.375"
"4","20","10","445","322","23.8","4","778.093","40.543","1860.497","1790.676"
"4","20","11","475","349","24.3","3.7","865.583","43.437","2039.682","1962.669"
"4","20","12","513","336","24.9","3.3","887.005","45.392","2069.125","1990.896"
"4","20","13","575","271","25.4","3","837.44","45.45","1952.245","1878.788"
"4","20","14","421","267","25.2","2.3","630.003","41.847","1492.877","1436.671"
"4","20","15","257","218","25","1.7","389.668","36.228","942.779","904.077"
"4","20","16","144","108","24.8","1","167.916","30.035","408.124","383.14"
"4","20","17","0","18","23.2","1.7","16.273","22.46","42.484","25.013"
"4","20","18","0","0","21.6","2.3","0","21.6","0","0"
"4","20","19","0","0","20","3","0","20","0","0"
"4","20","20","0","0","19.2","2.7","0","19.2","0","0"
"4","20","21","0","0","18.5","2.3","0","18.5","0","0"
"4","20","22","0","0","17.7","2","0","17.7","0","0"
"4","20","23","0","0","17.4","2.3","0","17.4","0","0"
"4","21","0","0","0","17","2.7","0","17","0","0"
"4","21","1","0","0","16.7","3","0","16.7","0","0"
"4","21","2","0","0","16.1","3","0","16.1","0","0"
"4","21","3","0","0","15.5","3","0","15.5","0","0"
"4","21","4","0","0","14.9","3","0","14.9","0","0"
"4","21","5","0","0","15.5","1","0","15.5","0","0"
"4","21","6","17","28","16.6","3","30.429","15.693","79.104","60.949"
"4","21","7","272","112","17.7","5","239.211","21.135","603.452","573.834"
"4","21","8","180","276","18.7","4.7","402.649","25.94","1028.683","987.474"
"4","21","9","287","315","19.8","4.3","572.717","31.318","1431.73","1377.64"
"4","21","10","248","413","20.8","4","662.958","34.883","1630.797","1569.663"
"4","21","11","244","452","21.5","4.7","715.801","35.77","1753.284","1687.593"
"4","21","12","245","447","22.2","5.3","709.848","35.476","1741.232","1675.996"
"4","21","13","250","401","22.9","6","647.43","34.124","1598.426","1538.468"
"4","21","14","224","322","22.3","5.7","510.357","31.322","1275.445","1226.568"
"4","21","15","121","254","21.7","5.3","329.506","27.522","835.373","799.688"
"4","21","16","130","109","21.1","5","163.865","23.603","411.727","386.662"
"4","21","17","0","20","19.9","4.7","18.093","19.235","47.946","30.373"
"4","21","18","0","0","18.8","4.3","0","18.8","0","0"
"4","21","19","0","0","17.6","4","0","17.6","0","0"
"4","21","20","0","0","17.1","3.7","0","17.1","0","0"
"4","21","21","0","0","16.5","3.3","0","16.5","0","0"
"4","21","22","0","0","16","3","0","16","0","0"
"4","21","23","0","0","15.7","3.3","0","15.7","0","0"
"4","22","0","0","0","15.4","3.7","0","15.4","0","0"
"4","22","1","0","0","15.1","4","0","15.1","0","0"
"4","22","2","0","0","14.7","3.7","0","14.7","0","0"
"4","22","3","0","0","14.2","3.3","0","14.2","0","0"
"4","22","4","0","0","13.8","3","0","13.8","0","0"
"4","22","5","0","0","14.3","6","0","14.3","0","0"
"4","22","6","0","25","14.5","6","22.625","13.71","61.471","43.647"
"4","22","7","89","122","14.7","6","164.769","16.434","433.936","408.365"
"4","22","8","135","241","16.3","5.7","336.382","21.427","878.208","841.336"
"4","22","9","180","349","17.9","5.3","509.696","26.807","1302.575","1252.813"
"4","22","10","294","376","19.5","5","681.294","32.34","1696.879","1633.307"
"4","22","11","204","436","20.1","4.7","659.078","33.263","1634.379","1573.114"
"4","22","12","143","432","20.7","4.3","592.492","33.129","1470.221","1414.804"
"4","22","13","97","378","21.3","4","468.278","31.286","1172.338","1126.749"
"4","22","14","90","311","20.4","4","381.593","28.276","968.471","929.028"
"4","22","15","62","226","19.6","4","263.257","24.733","677.626","646.133"
"4","22","16","36","113","18.7","4","126.845","20.59","330.161","306.907"
"4","22","17","0","13","17.8","4","11.735","16.834","31.438","14.17"
"4","22","18","0","0","17","4","0","17","0","0"
"4","22","19","0","0","16.1","4","0","16.1","0","0"
"4","22","20","0","0","16.1","4","0","16.1","0","0"
"4","22","21","0","0","16","4","0","16","0","0"
"4","22","22","0","0","16","4","0","16","0","0"
"4","22","23","0","0","15.4","4.3","0","15.4","0","0"
"4","23","0","0","0","14.9","4.7","0","14.9","0","0"
"4","23","1","0","0","14.3","5","0","14.3","0","0"
"4","23","2","0","0","13.4","4.7","0","13.4","0","0"
"4","23","3","0","0","12.4","4.3","0","12.4","0","0"
"4","23","4","0","0","11.5","4","0","11.5","0","0"
"4","23","5","0","0","11.3","4","0","11.3","0","0"
"4","23","6","61","29","12.9","5.5","44.238","12.438","110.592","91.837"
"4","23","7","141","129","14.5","7","195.594","16.602","511.511","484.128"
"4","23","8","92","264","15.7","7","325.19","20.066","855.566","819.324"
"4","23","9","135","318","16.9","7","440.048","23.267","1143.609","1098.915"
"4","23","10","90","393","18.1","7","479.632","25.241","1235.978","1188.375"
"4","23","11","70","443","18.3","6","517.649","26.896","1323.63","1273.176"
"4","23","12","70","439","18.5","5","512.979","28.083","1304.308","1254.49"
"4","23","13","72","397","18.7","4","465.968","28.485","1182.408","1136.504"
"4","23","14","206","313","19.3","4.3","487.302","29.144","1230.743","1183.307"
"4","23","15","345","192","20","4.7","416.945","27.977","1047.337","1005.573"
"4","23","16","446","71","20.6","5","261.893","25.155","628.125","597.89"
"4","23","17","0","18","18.7","5","16.276","18.156","43.342","25.855"
"4","23","18","0","0","16.7","5","0","16.7","0","0"
"4","23","19","0","0","14.8","5","0","14.8","0","0"
"4","23","20","0","0","14.3","4.7","0","14.3","0","0"
"4","23","21","0","0","13.9","4.3","0","13.9","0","0"
"4","23","22","0","0","13.4","4","0","13.4","0","0"
"4","23","23","0","0","13","4.3","0","13","0","0"
"4","24","0","0","0","12.6","4.7","0","12.6","0","0"
"4","24","1","0","0","12.2","5","0","12.2","0","0"
"4","24","2","0","0","12","4.7","0","12","0","0"
"4","24","3","0","0","11.9","4.3","0","11.9","0","0"
"4","24","4","0","0","11.7","4","0","11.7","0","0"
"4","24","5","0","0","11.7","3","0","11.7","0","0"
"4","24","6","0","24","12.1","3.5","21.716","10.956","59.725","41.933"
"4","24","7","72","126","12.6","4","156.722","14.552","417.513","392.317"
"4","24","8","60","248","14","4.3","287.304","18.955","760.429","726.771"
"4","24","9","108","313","15.3","4.7","401.323","22.561","1046.515","1004.775"
"4","24","10","71","407","16.7","5","477.222","25.381","1228.977","1181.597"
"4","24","11","70","441","16.8","4.3","515.999","27.25","1317.201","1266.958"
"4","24","12","102","409","16.9","3.7","513.086","28.018","1304.983","1255.143"
"4","24","13","104","369","17","3","465.964","27.835","1186.029","1140.011"
"4","24","14","113","313","17.2","3.3","402.841","26.128","1032.702","991.373"
"4","24","15","86","239","17.3","3.7","293.048","23.287","758.75","725.137"
"4","24","16","71","120","17.5","4","149.203","19.93","386.438","361.943"
"4","24","17","0","14","16.8","4","12.643","15.883","34.016","16.701"
"4","24","18","0","0","16","4","0","16","0","0"
"4","24","19","0","0","15.3","4","0","15.3","0","0"
"4","24","20","0","0","15","4","0","15","0","0"
"4","24","21","0","0","14.7","4","0","14.7","0","0"
"4","24","22","0","0","14.4","4","0","14.4","0","0"
"4","24","23","0","0","14.2","4","0","14.2","0","0"
"4","25","0","0","0","13.9","4","0","13.9","0","0"
"4","25","1","0","0","13.7","4","0","13.7","0","0"
"4","25","2","0","0","13.5","3","0","13.5","0","0"
"4","25","3","0","0","13.3","2","0","13.3","0","0"
"4","25","4","0","0","13.1","1","0","13.1","0","0"
"4","25","5","0","0","12.9","0","0","12.9","0","0"
"4","25","6","129","28","13.6","1.5","66.82","13.448","160.223","140.498"
"4","25","7","296","171","14.4","3","317.041","20.564","808.421","773.472"
"4","25","8","675","112","16.1","3.7","578.636","28.238","1450.067","1395.347"
"4","25","9","485","247","17.7","4.3","679.102","31.77","1693.063","1629.634"
"4","25","10","308","361","19.4","5","680.464","32.496","1693.523","1630.077"
"4","25","11","164","439","20.3","4.7","623.769","32.759","1550.637","1492.394"
"4","25","12","117","394","21.3","4.3","527.34","32.304","1313.828","1263.696"
"4","25","13","22","353","22.2","4","357.756","29.688","902.644","865.085"
"4","25","14","119","307","21.8","3.7","412.599","30.348","1036.587","995.143"
"4","25","15","237","204","21.3","3.3","364.378","29.217","912.343","874.509"
"4","25","16","343","81","20.9","3","229.644","25.779","554.229","525.82"
"4","25","17","0","19","19.2","3","17.188","18.594","45.68","28.15"
"4","25","18","0","0","17.4","3","0","17.4","0","0"
"4","25","19","0","0","15.7","3","0","15.7","0","0"
"4","25","20","0","0","15.5","3.2","0","15.5","0","0"
"4","25","21","0","0","15.3","3.3","0","15.3","0","0"
"4","25","22","0","0","15.1","3.5","0","15.1","0","0"
"4","25","23","0","0","14.9","3.7","0","14.9","0","0"
"4","26","0","0","0","14.7","3.8","0","14.7","0","0"
"4","26","1","0","0","14.5","4","0","14.5","0","0"
"4","26","2","0","0","14.4","3","0","14.4","0","0"
"4","26","3","0","0","14.3","2","0","14.3","0","0"
"4","26","4","0","0","14.2","1","0","14.2","0","0"
"4","26","5","0","0","14","1","0","14","0","0"
"4","26","6","0","23","14.5","2","20.807","13.132","56.675","38.94"
"4","26","7","86","119","15.1","3","161.721","17.388","424.366","399.014"
"4","26","8","133","236","16.5","2.7","331.843","23.503","858.155","821.841"
"4","26","9","180","343","17.9","2.3","505.758","30.188","1271.824","1223.065"
"4","26","10","294","369","19.3","2","676.329","37","1646.308","1584.606"
"4","26","11","327","397","20.6","2.7","757.943","39.108","1825.828","1757.357"
"4","26","12","378","373","21.8","3.3","780.535","39.817","1873.534","1803.203"
"4","26","13","414","329","23.1","4","738.005","39.131","1777.064","1710.468"
"4","26","14","538","211","22.7","4","666.763","37.163","1616.817","1556.192"
"4","26","15","613","114","22.2","4","513.101","33.285","1249.105","1201.08"
"4","26","16","434","84","21.8","4","268.72","27.339","640.36","609.817"
"4","26","17","0","19","20.8","3","17.189","20.332","45.321","27.797"
"4","26","18","0","0","19.9","2","0","19.9","0","0"
"4","26","19","0","0","18.9","1","0","18.9","0","0"
"4","26","20","0","0","18.2","1.2","0","18.2","0","0"
"4","26","21","0","0","17.5","1.3","0","17.5","0","0"
"4","26","22","0","0","16.8","1.5","0","16.8","0","0"
"4","26","23","0","0","16.1","1.7","0","16.1","0","0"
"4","27","0","0","0","15.4","1.8","0","15.4","0","0"
"4","27","1","0","0","14.7","2","0","14.7","0","0"
"4","27","2","0","0","14.2","1.7","0","14.2","0","0"
"4","27","3","0","0","13.6","1.3","0","13.6","0","0"
"4","27","4","0","0","13.1","1","0","13.1","0","0"
"4","27","5","0","0","13.9","1.7","0","13.9","0","0"
"4","27","6","170","27","14.8","2.3","75.988","14.978","177.254","157.191"
"4","27","7","323","157","15.6","3","315.294","21.75","797.303","762.655"
"4","27","8","762","81","16.8","3","601.642","30.318","1491.227","1435.079"
"4","27","9","702","155","18.1","3","768.632","36.137","1874.69","1804.313"
"4","27","10","567","272","19.3","3","846.058","39.454","2034.144","1957.359"
"4","27","11","481","371","20.3","2.3","897.468","43.547","2113.621","2033.533"
"4","27","12","484","365","21.4","1.7","890.299","46.572","2064.073","1986.053"
"4","27","13","501","314","22.4","1","815.171","48.662","1868.63","1798.491"
"4","27","14","708","140","22.7","0.8","731.973","47.409","1683.219","1620.156"
"4","27","15","755","70","23","0.7","550.167","42.572","1274.956","1226.095"
"4","27","16","579","54","23.3","0.5","296.483","34.957","670.878","639.558"
"4","27","17","0","20","21.5","1.2","18.142","21.358","47.607","30.041"
"4","27","18","0","0","19.6","1.9","0","19.6","0","0"
"4","27","19","0","0","17.8","2.6","0","17.8","0","0"
"4","27","20","0","0","17","2.4","0","17","0","0"
"4","27","21","0","0","16.1","2.3","0","16.1","0","0"
"4","27","22","0","0","15.3","2.1","0","15.3","0","0"
"4","27","23","0","0","15.1","2.3","0","15.1","0","0"
"4","28","0","0","0","14.9","2.4","0","14.9","0","0"
"4","28","1","0","0","14.7","2.6","0","14.7","0","0"
"4","28","2","0","0","14.3","2.8","0","14.3","0","0"
"4","28","3","0","0","13.8","2.9","0","13.8","0","0"
"4","28","4","0","0","13.4","3.1","0","13.4","0","0"
"4","28","5","0","0","13.4","2.6","0","13.4","0","0"
"4","28","6","175","26","14.6","3.9","76.484","14.784","178.006","157.928"
"4","28","7","346","157","15.8","5.1","326.337","20.934","827.449","791.981"
"4","28","8","865","56","17.8","4.1","637.699","30.782","1575.531","1516.398"
"4","28","9","900","79","19.9","3.1","840.342","39.4","2015.607","1939.582"
"4","28","10","889","110","21.9","2.1","969.732","47.411","2237.793","2152.403"
"4","28","11","889","126","23.1","1.9","1037.179","51.248","2345.797","2255.653"
"4","28","12","891","123","24.3","1.7","1029.298","53.185","2303.781","2215.502"
"4","28","13","893","102","25.5","1.5","945.055","53.055","2115.659","2035.486"
"4","28","14","868","82","25.3","2.2","786.542","46.252","1818.703","1750.507"
"4","28","15","786","69","25.1","2.9","568.022","39.024","1339.999","1289.002"
"4","28","16","577","53","24.9","3.6","294.824","31.392","678.737","647.216"
"4","28","17","0","19","22.9","3.1","17.192","22.546","44.867","27.351"
"4","28","18","0","0","21","2.6","0","21","0","0"
"4","28","19","0","0","19","2.1","0","19","0","0"
"4","28","20","0","0","18.4","2.6","0","18.4","0","0"
"4","28","21","0","0","17.9","3.1","0","17.9","0","0"
"4","28","22","0","0","17.3","3.6","0","17.3","0","0"
"4","28","23","0","0","16.9","3.8","0","16.9","0","0"
"4","29","0","0","0","16.4","3.9","0","16.4","0","0"
"4","29","1","0","0","16","4.1","0","16","0","0"
"4","29","2","0","0","15.4","3.2","0","15.4","0","0"
"4","29","3","0","0","14.9","2.4","0","14.9","0","0"
"4","29","4","0","0","14.3","1.5","0","14.3","0","0"
"4","29","5","0","0","14.4","2.6","0","14.4","0","0"
"4","29","6","148","26","16.2","3.4","70.805","16.279","166.041","146.201"
"4","29","7","287","166","18","4.1","310.853","23.465","782.823","748.566"
"4","29","8","711","98","20.1","4.1","590.095","32.024","1451.842","1397.061"
"4","29","9","575","212","22.1","4.1","719.404","37.26","1745.427","1680.033"
"4","29","10","422","328","24.2","4.1","767.673","40.575","1835.322","1766.482"
"4","29","11","450","356","25","4.1","851.852","43.182","2009.961","1934.166"
"4","29","12","487","342","25.7","4.1","870.429","44.404","2040.884","1963.821"
"4","29","13","572","259","26.5","4.1","824.13","44.277","1932.879","1860.197"
"4","29","14","696","147","25.9","4.3","730.196","41.416","1732.051","1667.162"
"4","29","15","729","81","25.3","4.4","546.758","36.794","1305.311","1255.459"
"4","29","16","547","60","24.7","4.6","291.106","30.396","675.767","644.323"
"4","29","17","0","18","23","4.3","16.282","22.591","42.484","25.013"
"4","29","18","0","0","21.3","3.9","0","21.3","0","0"
"4","29","19","0","0","19.6","3.6","0","19.6","0","0"
"4","29","20","0","0","19.2","3.8","0","19.2","0","0"
"4","29","21","0","0","18.8","3.9","0","18.8","0","0"
"4","29","22","0","0","18.4","4.1","0","18.4","0","0"
"4","29","23","0","0","17.9","3.9","0","17.9","0","0"
"4","30","0","0","0","17.3","3.8","0","17.3","0","0"
"4","30","1","0","0","16.8","3.6","0","16.8","0","0"
"4","30","2","0","0","16.7","4","0","16.7","0","0"
"4","30","3","0","0","16.7","4.4","0","16.7","0","0"
"4","30","4","0","0","16.7","4.7","0","16.7","0","0"
"4","30","5","0","0","16.6","5.1","0","16.6","0","0"
"4","30","6","144","26","17.8","3.9","70.398","17.898","164.455","144.647"
"4","30","7","287","165","19","2.6","310.515","25.309","775.32","741.264"
"4","30","8","803","76","20.9","3.6","625.276","34.112","1521.48","1464.269"
"4","30","9","880","86","22.9","4.7","832.565","39.429","1996.789","1921.531"
"4","30","10","904","102","24.8","5.7","975.733","42.447","2310.351","2221.782"
"4","30","11","905","117","25.3","5.9","1043.797","43.97","2452.881","2357.892"
"4","30","12","907","114","25.7","6","1035.485","44.13","2431.323","2337.32"
"4","30","13","898","102","26.2","6.2","949.404","42.799","2243.381","2157.749"
"4","30","14","825","102","25.7","5.5","780.25","40.336","1860.174","1790.366"
"4","30","15","733","80","25.1","4.8","548.169","36.127","1312.918","1262.817"
"4","30","16","495","62","24.6","4.1","273.173","30.274","636.413","605.97"
"4","30","17","0","17","23.3","4.1","15.373","22.844","40.065","22.638"
"4","30","18","0","0","21.7","4.1","0","21.7","0","0"
"4","30","19","0","0","20.6","4.1","0","20.6","0","0"
"4","30","20","0","0","19.5","4.1","0","19.5","0","0"
"4","30","21","0","0","18.3","4.1","0","18.3","0","0"
"4","30","22","0","0","17.2","4.1","0","17.2","0","0"
"4","30","23","0","0","16.1","4.6","0","16.1","0","0"
"5","1","0","0","0","15.1","1.4","0","15.1","0","0"
"5","1","1","0","0","14.3","0.5","0","14.3","0","0"
"5","1","2","0","0","13.5","0.3","0","13.5","0","0"
"5","1","3","0","0","12.9","0.2","0","12.9","0","0"
"5","1","4","0","0","12.3","0","0","12.3","0","0"
"5","1","5","0","0","11.6","0.5","0","11.6","0","0"
"5","1","6","62","25","13.4","1.5","45.374","12.607","113.683","94.868"
"5","1","7","478","93","14.7","2.6","324.864","21.276","811.244","776.218"
"5","1","8","683","99","16.8","3.3","574.83","29.327","1433.313","1379.168"
"5","1","9","580","198","19","3.9","715.21","34.348","1760.43","1694.467"
"5","1","10","436","307","21.1","4.6","760.868","36.542","1856.248","1786.594"
"5","1","11","365","373","21.5","3.8","773.192","38.55","1867.788","1797.682"
"5","1","12","323","381","21.9","2.9","736.83","39.716","1769.524","1703.215"
"5","1","13","289","345","22.3","2.1","641.81","39.492","1542.7","1484.739"
"5","1","14","174","309","21.9","2.1","461.383","34.286","1136.719","1092.238"
"5","1","15","118","201","21.6","2.1","282.282","28.829","710.606","678.26"
"5","1","16","17","95","21.2","2.1","97.924","22.99","253.221","231.606"
"5","1","17","0","7","20.3","2.9","6.312","19.097","16.737","0"
"5","1","18","0","0","19.3","3.8","0","19.3","0","0"
"5","1","19","0","0","18.4","4.6","0","18.4","0","0"
"5","1","20","0","0","17.6","3.8","0","17.6","0","0"
"5","1","21","0","0","16.8","3.1","0","16.8","0","0"
"5","1","22","0","0","16","2.3","0","16","0","0"
"5","1","23","0","0","15.2","1.5","0","15.2","0","0"
"5","2","0","0","0","14.4","0.8","0","14.4","0","0"
"5","2","1","0","0","13.6","0","0","13.6","0","0"
"5","2","2","0","0","13.1","0.9","0","13.1","0","0"
"5","2","3","0","0","12.6","1.7","0","12.6","0","0"
"5","2","4","0","0","12.1","2.6","0","12.1","0","0"
"5","2","5","0","0","10.9","2.6","0","10.9","0","0"
